Date,CPI-U,Month,Year,Item,Region
2/1/1980,84.1,Feb,1980,Food at home,NY Metro
3/1/1980,84.6,Mar,1980,Food at home,NY Metro
4/1/1980,85.4,Apr,1980,Food at home,NY Metro
5/1/1980,85.7,May,1980,Food at home,NY Metro
6/1/1980,86.7,Jun,1980,Food at home,NY Metro
7/1/1980,88,Jul,1980,Food at home,NY Metro
8/1/1980,89.3,Aug,1980,Food at home,NY Metro
9/1/1980,90.1,Sep,1980,Food at home,NY Metro
10/1/1980,90.4,Oct,1980,Food at home,NY Metro
11/1/1980,90.9,Nov,1980,Food at home,NY Metro
12/1/1980,91.2,Dec,1980,Food at home,NY Metro
1/1/1980,84.3,Jan,1980,Food at home,NY Metro
2/1/1981,92.5,Feb,1981,Food at home,NY Metro
3/1/1981,93.4,Mar,1981,Food at home,NY Metro
4/1/1981,93.9,Apr,1981,Food at home,NY Metro
5/1/1981,93.8,May,1981,Food at home,NY Metro
6/1/1981,94.3,Jun,1981,Food at home,NY Metro
7/1/1981,95.4,Jul,1981,Food at home,NY Metro
8/1/1981,95.6,Aug,1981,Food at home,NY Metro
9/1/1981,96.2,Sep,1981,Food at home,NY Metro
10/1/1981,95.4,Oct,1981,Food at home,NY Metro
11/1/1981,94.7,Nov,1981,Food at home,NY Metro
12/1/1981,95,Dec,1981,Food at home,NY Metro
1/1/1981,91.6,Jan,1981,Food at home,NY Metro
2/1/1982,98.1,Feb,1982,Food at home,NY Metro
3/1/1982,98.2,Mar,1982,Food at home,NY Metro
4/1/1982,98.3,Apr,1982,Food at home,NY Metro
5/1/1982,98.5,May,1982,Food at home,NY Metro
6/1/1982,100.1,Jun,1982,Food at home,NY Metro
7/1/1982,99.6,Jul,1982,Food at home,NY Metro
8/1/1982,98.5,Aug,1982,Food at home,NY Metro
9/1/1982,98.7,Sep,1982,Food at home,NY Metro
10/1/1982,98.6,Oct,1982,Food at home,NY Metro
11/1/1982,96.9,Nov,1982,Food at home,NY Metro
12/1/1982,97.1,Dec,1982,Food at home,NY Metro
1/1/1982,97,Jan,1982,Food at home,NY Metro
2/1/1983,98.1,Feb,1983,Food at home,NY Metro
3/1/1983,98.8,Mar,1983,Food at home,NY Metro
4/1/1983,98.8,Apr,1983,Food at home,NY Metro
5/1/1983,98.7,May,1983,Food at home,NY Metro
6/1/1983,98.7,Jun,1983,Food at home,NY Metro
7/1/1983,98.8,Jul,1983,Food at home,NY Metro
8/1/1983,99,Aug,1983,Food at home,NY Metro
9/1/1983,99.3,Sep,1983,Food at home,NY Metro
10/1/1983,98.8,Oct,1983,Food at home,NY Metro
11/1/1983,98.4,Nov,1983,Food at home,NY Metro
12/1/1983,99.3,Dec,1983,Food at home,NY Metro
1/1/1983,97.5,Jan,1983,Food at home,NY Metro
2/1/1984,103.2,Feb,1984,Food at home,NY Metro
3/1/1984,103.2,Mar,1984,Food at home,NY Metro
4/1/1984,103,Apr,1984,Food at home,NY Metro
5/1/1984,102,May,1984,Food at home,NY Metro
6/1/1984,102.9,Jun,1984,Food at home,NY Metro
7/1/1984,102.8,Jul,1984,Food at home,NY Metro
8/1/1984,103.7,Aug,1984,Food at home,NY Metro
9/1/1984,103.7,Sep,1984,Food at home,NY Metro
10/1/1984,103.5,Oct,1984,Food at home,NY Metro
11/1/1984,102.7,Nov,1984,Food at home,NY Metro
12/1/1984,103.1,Dec,1984,Food at home,NY Metro
1/1/1984,102.3,Jan,1984,Food at home,NY Metro
2/1/1985,105.6,Feb,1985,Food at home,NY Metro
3/1/1985,106,Mar,1985,Food at home,NY Metro
4/1/1985,105.2,Apr,1985,Food at home,NY Metro
5/1/1985,104.9,May,1985,Food at home,NY Metro
6/1/1985,105,Jun,1985,Food at home,NY Metro
7/1/1985,105.1,Jul,1985,Food at home,NY Metro
8/1/1985,105.2,Aug,1985,Food at home,NY Metro
9/1/1985,105.8,Sep,1985,Food at home,NY Metro
10/1/1985,105.5,Oct,1985,Food at home,NY Metro
11/1/1985,105.4,Nov,1985,Food at home,NY Metro
12/1/1985,106.1,Dec,1985,Food at home,NY Metro
1/1/1985,104.7,Jan,1985,Food at home,NY Metro
2/1/1986,107.5,Feb,1986,Food at home,NY Metro
3/1/1986,107.2,Mar,1986,Food at home,NY Metro
4/1/1986,107.8,Apr,1986,Food at home,NY Metro
5/1/1986,107.5,May,1986,Food at home,NY Metro
6/1/1986,107,Jun,1986,Food at home,NY Metro
7/1/1986,109.7,Jul,1986,Food at home,NY Metro
8/1/1986,110.6,Aug,1986,Food at home,NY Metro
9/1/1986,110.6,Sep,1986,Food at home,NY Metro
10/1/1986,111.1,Oct,1986,Food at home,NY Metro
11/1/1986,110.8,Nov,1986,Food at home,NY Metro
12/1/1986,111.1,Dec,1986,Food at home,NY Metro
1/1/1986,107.9,Jan,1986,Food at home,NY Metro
2/1/1987,113.9,Feb,1987,Food at home,NY Metro
3/1/1987,114.1,Mar,1987,Food at home,NY Metro
4/1/1987,114.7,Apr,1987,Food at home,NY Metro
5/1/1987,115.8,May,1987,Food at home,NY Metro
6/1/1987,117.1,Jun,1987,Food at home,NY Metro
7/1/1987,116.1,Jul,1987,Food at home,NY Metro
8/1/1987,116.3,Aug,1987,Food at home,NY Metro
9/1/1987,116.2,Sep,1987,Food at home,NY Metro
10/1/1987,116.3,Oct,1987,Food at home,NY Metro
11/1/1987,115.8,Nov,1987,Food at home,NY Metro
12/1/1987,118,Dec,1987,Food at home,NY Metro
1/1/1987,113.2,Jan,1987,Food at home,NY Metro
2/1/1988,119.6,Feb,1988,Food at home,NY Metro
3/1/1988,118.9,Mar,1988,Food at home,NY Metro
4/1/1988,121,Apr,1988,Food at home,NY Metro
5/1/1988,120.2,May,1988,Food at home,NY Metro
6/1/1988,121.8,Jun,1988,Food at home,NY Metro
7/1/1988,123,Jul,1988,Food at home,NY Metro
8/1/1988,124.2,Aug,1988,Food at home,NY Metro
9/1/1988,125,Sep,1988,Food at home,NY Metro
10/1/1988,123.5,Oct,1988,Food at home,NY Metro
11/1/1988,124.3,Nov,1988,Food at home,NY Metro
12/1/1988,124.3,Dec,1988,Food at home,NY Metro
1/1/1988,119.5,Jan,1988,Food at home,NY Metro
2/1/1989,128,Feb,1989,Food at home,NY Metro
3/1/1989,128.2,Mar,1989,Food at home,NY Metro
4/1/1989,128.7,Apr,1989,Food at home,NY Metro
5/1/1989,129.9,May,1989,Food at home,NY Metro
6/1/1989,130.4,Jun,1989,Food at home,NY Metro
7/1/1989,130.6,Jul,1989,Food at home,NY Metro
8/1/1989,130.9,Aug,1989,Food at home,NY Metro
9/1/1989,130.3,Sep,1989,Food at home,NY Metro
10/1/1989,129.6,Oct,1989,Food at home,NY Metro
11/1/1989,130.4,Nov,1989,Food at home,NY Metro
12/1/1989,130.6,Dec,1989,Food at home,NY Metro
1/1/1989,127.6,Jan,1989,Food at home,NY Metro
2/1/1990,138.3,Feb,1990,Food at home,NY Metro
3/1/1990,137.4,Mar,1990,Food at home,NY Metro
4/1/1990,137.7,Apr,1990,Food at home,NY Metro
5/1/1990,137.7,May,1990,Food at home,NY Metro
6/1/1990,138.3,Jun,1990,Food at home,NY Metro
7/1/1990,140.2,Jul,1990,Food at home,NY Metro
8/1/1990,140.4,Aug,1990,Food at home,NY Metro
9/1/1990,139.1,Sep,1990,Food at home,NY Metro
10/1/1990,140.2,Oct,1990,Food at home,NY Metro
11/1/1990,139.8,Nov,1990,Food at home,NY Metro
12/1/1990,139.9,Dec,1990,Food at home,NY Metro
1/1/1990,135.9,Jan,1990,Food at home,NY Metro
2/1/1991,143.3,Feb,1991,Food at home,NY Metro
3/1/1991,143.4,Mar,1991,Food at home,NY Metro
4/1/1991,145.1,Apr,1991,Food at home,NY Metro
5/1/1991,144.3,May,1991,Food at home,NY Metro
6/1/1991,145.6,Jun,1991,Food at home,NY Metro
7/1/1991,142.9,Jul,1991,Food at home,NY Metro
8/1/1991,141.5,Aug,1991,Food at home,NY Metro
9/1/1991,141.5,Sep,1991,Food at home,NY Metro
10/1/1991,140.6,Oct,1991,Food at home,NY Metro
11/1/1991,140.5,Nov,1991,Food at home,NY Metro
12/1/1991,141.7,Dec,1991,Food at home,NY Metro
1/1/1991,142.9,Jan,1991,Food at home,NY Metro
2/1/1992,144.4,Feb,1992,Food at home,NY Metro
3/1/1992,145.5,Mar,1992,Food at home,NY Metro
4/1/1992,145.2,Apr,1992,Food at home,NY Metro
5/1/1992,143.4,May,1992,Food at home,NY Metro
6/1/1992,144,Jun,1992,Food at home,NY Metro
7/1/1992,142.8,Jul,1992,Food at home,NY Metro
8/1/1992,144.5,Aug,1992,Food at home,NY Metro
9/1/1992,144.5,Sep,1992,Food at home,NY Metro
10/1/1992,145.7,Oct,1992,Food at home,NY Metro
11/1/1992,144.7,Nov,1992,Food at home,NY Metro
12/1/1992,146.2,Dec,1992,Food at home,NY Metro
1/1/1992,143.9,Jan,1992,Food at home,NY Metro
2/1/1993,147.9,Feb,1993,Food at home,NY Metro
3/1/1993,148.3,Mar,1993,Food at home,NY Metro
4/1/1993,149.2,Apr,1993,Food at home,NY Metro
5/1/1993,149.1,May,1993,Food at home,NY Metro
6/1/1993,146.4,Jun,1993,Food at home,NY Metro
7/1/1993,146.9,Jul,1993,Food at home,NY Metro
8/1/1993,148.9,Aug,1993,Food at home,NY Metro
9/1/1993,148.7,Sep,1993,Food at home,NY Metro
10/1/1993,148.7,Oct,1993,Food at home,NY Metro
11/1/1993,149.8,Nov,1993,Food at home,NY Metro
12/1/1993,151.4,Dec,1993,Food at home,NY Metro
1/1/1993,148.6,Jan,1993,Food at home,NY Metro
2/1/1994,151.4,Feb,1994,Food at home,NY Metro
3/1/1994,150.9,Mar,1994,Food at home,NY Metro
4/1/1994,151.3,Apr,1994,Food at home,NY Metro
5/1/1994,151.7,May,1994,Food at home,NY Metro
6/1/1994,151.8,Jun,1994,Food at home,NY Metro
7/1/1994,153.6,Jul,1994,Food at home,NY Metro
8/1/1994,154,Aug,1994,Food at home,NY Metro
9/1/1994,153.4,Sep,1994,Food at home,NY Metro
10/1/1994,153.5,Oct,1994,Food at home,NY Metro
11/1/1994,153.4,Nov,1994,Food at home,NY Metro
12/1/1994,153.7,Dec,1994,Food at home,NY Metro
1/1/1994,152.9,Jan,1994,Food at home,NY Metro
2/1/1995,155.2,Feb,1995,Food at home,NY Metro
3/1/1995,155,Mar,1995,Food at home,NY Metro
4/1/1995,157.7,Apr,1995,Food at home,NY Metro
5/1/1995,156.7,May,1995,Food at home,NY Metro
6/1/1995,156.6,Jun,1995,Food at home,NY Metro
7/1/1995,157,Jul,1995,Food at home,NY Metro
8/1/1995,157.4,Aug,1995,Food at home,NY Metro
9/1/1995,157.8,Sep,1995,Food at home,NY Metro
10/1/1995,158,Oct,1995,Food at home,NY Metro
11/1/1995,158.2,Nov,1995,Food at home,NY Metro
12/1/1995,158,Dec,1995,Food at home,NY Metro
1/1/1995,156,Jan,1995,Food at home,NY Metro
2/1/1996,160.1,Feb,1996,Food at home,NY Metro
3/1/1996,160.1,Mar,1996,Food at home,NY Metro
4/1/1996,159.4,Apr,1996,Food at home,NY Metro
5/1/1996,159.5,May,1996,Food at home,NY Metro
6/1/1996,160.7,Jun,1996,Food at home,NY Metro
7/1/1996,160.2,Jul,1996,Food at home,NY Metro
8/1/1996,159.4,Aug,1996,Food at home,NY Metro
9/1/1996,162.4,Sep,1996,Food at home,NY Metro
10/1/1996,161.9,Oct,1996,Food at home,NY Metro
11/1/1996,162.9,Nov,1996,Food at home,NY Metro
12/1/1996,162.5,Dec,1996,Food at home,NY Metro
1/1/1996,159.7,Jan,1996,Food at home,NY Metro
2/1/1997,163.5,Feb,1997,Food at home,NY Metro
3/1/1997,163.9,Mar,1997,Food at home,NY Metro
4/1/1997,162.9,Apr,1997,Food at home,NY Metro
5/1/1997,163.3,May,1997,Food at home,NY Metro
6/1/1997,163.2,Jun,1997,Food at home,NY Metro
7/1/1997,162.8,Jul,1997,Food at home,NY Metro
8/1/1997,163.1,Aug,1997,Food at home,NY Metro
9/1/1997,163.6,Sep,1997,Food at home,NY Metro
10/1/1997,163.5,Oct,1997,Food at home,NY Metro
11/1/1997,164.7,Nov,1997,Food at home,NY Metro
12/1/1997,163.5,Dec,1997,Food at home,NY Metro
1/1/1997,162.7,Jan,1997,Food at home,NY Metro
2/1/1998,164.2,Feb,1998,Food at home,NY Metro
3/1/1998,164.1,Mar,1998,Food at home,NY Metro
4/1/1998,164.7,Apr,1998,Food at home,NY Metro
5/1/1998,165.1,May,1998,Food at home,NY Metro
6/1/1998,164.4,Jun,1998,Food at home,NY Metro
7/1/1998,165.7,Jul,1998,Food at home,NY Metro
8/1/1998,165.9,Aug,1998,Food at home,NY Metro
9/1/1998,165.4,Sep,1998,Food at home,NY Metro
10/1/1998,166.5,Oct,1998,Food at home,NY Metro
11/1/1998,166.6,Nov,1998,Food at home,NY Metro
12/1/1998,167.4,Dec,1998,Food at home,NY Metro
1/1/1998,164.9,Jan,1998,Food at home,NY Metro
2/1/1999,168.4,Feb,1999,Food at home,NY Metro
3/1/1999,167,Mar,1999,Food at home,NY Metro
4/1/1999,168.5,Apr,1999,Food at home,NY Metro
5/1/1999,169.6,May,1999,Food at home,NY Metro
6/1/1999,169.2,Jun,1999,Food at home,NY Metro
7/1/1999,169,Jul,1999,Food at home,NY Metro
8/1/1999,170.9,Aug,1999,Food at home,NY Metro
9/1/1999,169.6,Sep,1999,Food at home,NY Metro
10/1/1999,169,Oct,1999,Food at home,NY Metro
11/1/1999,170.7,Nov,1999,Food at home,NY Metro
12/1/1999,170.1,Dec,1999,Food at home,NY Metro
1/1/1999,169.4,Jan,1999,Food at home,NY Metro
2/1/2000,169.6,Feb,2000,Food at home,NY Metro
3/1/2000,169.6,Mar,2000,Food at home,NY Metro
4/1/2000,169.1,Apr,2000,Food at home,NY Metro
5/1/2000,172,May,2000,Food at home,NY Metro
6/1/2000,170.6,Jun,2000,Food at home,NY Metro
7/1/2000,171.5,Jul,2000,Food at home,NY Metro
8/1/2000,171.8,Aug,2000,Food at home,NY Metro
9/1/2000,172.4,Sep,2000,Food at home,NY Metro
10/1/2000,172.7,Oct,2000,Food at home,NY Metro
11/1/2000,171.1,Nov,2000,Food at home,NY Metro
12/1/2000,172.9,Dec,2000,Food at home,NY Metro
1/1/2000,170.3,Jan,2000,Food at home,NY Metro
2/1/2001,174.7,Feb,2001,Food at home,NY Metro
3/1/2001,175,Mar,2001,Food at home,NY Metro
4/1/2001,174.5,Apr,2001,Food at home,NY Metro
5/1/2001,176.7,May,2001,Food at home,NY Metro
6/1/2001,176.7,Jun,2001,Food at home,NY Metro
7/1/2001,177,Jul,2001,Food at home,NY Metro
8/1/2001,177.3,Aug,2001,Food at home,NY Metro
9/1/2001,176.6,Sep,2001,Food at home,NY Metro
10/1/2001,176,Oct,2001,Food at home,NY Metro
11/1/2001,176.8,Nov,2001,Food at home,NY Metro
12/1/2001,176.8,Dec,2001,Food at home,NY Metro
1/1/2001,174.2,Jan,2001,Food at home,NY Metro
2/1/2002,178.1,Feb,2002,Food at home,NY Metro
3/1/2002,178.3,Mar,2002,Food at home,NY Metro
4/1/2002,178.1,Apr,2002,Food at home,NY Metro
5/1/2002,175.9,May,2002,Food at home,NY Metro
6/1/2002,177.1,Jun,2002,Food at home,NY Metro
7/1/2002,177.6,Jul,2002,Food at home,NY Metro
8/1/2002,176,Aug,2002,Food at home,NY Metro
9/1/2002,176.1,Sep,2002,Food at home,NY Metro
10/1/2002,177.1,Oct,2002,Food at home,NY Metro
11/1/2002,178.8,Nov,2002,Food at home,NY Metro
12/1/2002,178.6,Dec,2002,Food at home,NY Metro
1/1/2002,178.2,Jan,2002,Food at home,NY Metro
2/1/2003,182.2,Feb,2003,Food at home,NY Metro
3/1/2003,181,Mar,2003,Food at home,NY Metro
4/1/2003,179.7,Apr,2003,Food at home,NY Metro
5/1/2003,180.1,May,2003,Food at home,NY Metro
6/1/2003,179.8,Jun,2003,Food at home,NY Metro
7/1/2003,181,Jul,2003,Food at home,NY Metro
8/1/2003,181.6,Aug,2003,Food at home,NY Metro
9/1/2003,181.9,Sep,2003,Food at home,NY Metro
10/1/2003,183.6,Oct,2003,Food at home,NY Metro
11/1/2003,184.5,Nov,2003,Food at home,NY Metro
12/1/2003,186.5,Dec,2003,Food at home,NY Metro
1/1/2003,178.6,Jan,2003,Food at home,NY Metro
2/1/2004,185.2,Feb,2004,Food at home,NY Metro
3/1/2004,188.7,Mar,2004,Food at home,NY Metro
4/1/2004,188.2,Apr,2004,Food at home,NY Metro
5/1/2004,189.9,May,2004,Food at home,NY Metro
6/1/2004,191.4,Jun,2004,Food at home,NY Metro
7/1/2004,190.9,Jul,2004,Food at home,NY Metro
8/1/2004,191.7,Aug,2004,Food at home,NY Metro
9/1/2004,191,Sep,2004,Food at home,NY Metro
10/1/2004,194,Oct,2004,Food at home,NY Metro
11/1/2004,194.7,Nov,2004,Food at home,NY Metro
12/1/2004,196.7,Dec,2004,Food at home,NY Metro
1/1/2004,186.1,Jan,2004,Food at home,NY Metro
2/1/2005,193.6,Feb,2005,Food at home,NY Metro
3/1/2005,194.9,Mar,2005,Food at home,NY Metro
4/1/2005,196,Apr,2005,Food at home,NY Metro
5/1/2005,196.8,May,2005,Food at home,NY Metro
6/1/2005,196.1,Jun,2005,Food at home,NY Metro
7/1/2005,196.5,Jul,2005,Food at home,NY Metro
8/1/2005,194,Aug,2005,Food at home,NY Metro
9/1/2005,196.1,Sep,2005,Food at home,NY Metro
10/1/2005,196.3,Oct,2005,Food at home,NY Metro
11/1/2005,199,Nov,2005,Food at home,NY Metro
12/1/2005,201.2,Dec,2005,Food at home,NY Metro
1/1/2005,195.1,Jan,2005,Food at home,NY Metro
2/1/2006,200.8,Feb,2006,Food at home,NY Metro
3/1/2006,200.2,Mar,2006,Food at home,NY Metro
4/1/2006,199.1,Apr,2006,Food at home,NY Metro
5/1/2006,198.6,May,2006,Food at home,NY Metro
6/1/2006,199.9,Jun,2006,Food at home,NY Metro
7/1/2006,200.1,Jul,2006,Food at home,NY Metro
8/1/2006,200.3,Aug,2006,Food at home,NY Metro
9/1/2006,201.6,Sep,2006,Food at home,NY Metro
10/1/2006,202.8,Oct,2006,Food at home,NY Metro
11/1/2006,200.2,Nov,2006,Food at home,NY Metro
12/1/2006,200.9,Dec,2006,Food at home,NY Metro
1/1/2006,201.3,Jan,2006,Food at home,NY Metro
2/1/2007,205.847,Feb,2007,Food at home,NY Metro
3/1/2007,205.142,Mar,2007,Food at home,NY Metro
4/1/2007,206.864,Apr,2007,Food at home,NY Metro
5/1/2007,208.203,May,2007,Food at home,NY Metro
6/1/2007,208.161,Jun,2007,Food at home,NY Metro
7/1/2007,208.081,Jul,2007,Food at home,NY Metro
8/1/2007,208.701,Aug,2007,Food at home,NY Metro
9/1/2007,209.741,Sep,2007,Food at home,NY Metro
10/1/2007,210.881,Oct,2007,Food at home,NY Metro
11/1/2007,211.758,Nov,2007,Food at home,NY Metro
12/1/2007,212.435,Dec,2007,Food at home,NY Metro
1/1/2007,205.166,Jan,2007,Food at home,NY Metro
2/1/2008,213.504,Feb,2008,Food at home,NY Metro
3/1/2008,215.803,Mar,2008,Food at home,NY Metro
4/1/2008,218.925,Apr,2008,Food at home,NY Metro
5/1/2008,220.396,May,2008,Food at home,NY Metro
6/1/2008,221.524,Jun,2008,Food at home,NY Metro
7/1/2008,223.293,Jul,2008,Food at home,NY Metro
8/1/2008,225,Aug,2008,Food at home,NY Metro
9/1/2008,227.432,Sep,2008,Food at home,NY Metro
10/1/2008,229.598,Oct,2008,Food at home,NY Metro
11/1/2008,229.06,Nov,2008,Food at home,NY Metro
12/1/2008,228.416,Dec,2008,Food at home,NY Metro
1/1/2008,214.574,Jan,2008,Food at home,NY Metro
2/1/2009,229.149,Feb,2009,Food at home,NY Metro
3/1/2009,227.34,Mar,2009,Food at home,NY Metro
4/1/2009,226.657,Apr,2009,Food at home,NY Metro
5/1/2009,225.64,May,2009,Food at home,NY Metro
6/1/2009,225.508,Jun,2009,Food at home,NY Metro
7/1/2009,223.722,Jul,2009,Food at home,NY Metro
8/1/2009,223.036,Aug,2009,Food at home,NY Metro
9/1/2009,223.585,Sep,2009,Food at home,NY Metro
10/1/2009,224.186,Oct,2009,Food at home,NY Metro
11/1/2009,225.807,Nov,2009,Food at home,NY Metro
12/1/2009,225.118,Dec,2009,Food at home,NY Metro
1/1/2009,230.193,Jan,2009,Food at home,NY Metro
2/1/2010,225.334,Feb,2010,Food at home,NY Metro
3/1/2010,226.295,Mar,2010,Food at home,NY Metro
4/1/2010,228.248,Apr,2010,Food at home,NY Metro
5/1/2010,227.284,May,2010,Food at home,NY Metro
6/1/2010,227.442,Jun,2010,Food at home,NY Metro
7/1/2010,226.101,Jul,2010,Food at home,NY Metro
8/1/2010,226.946,Aug,2010,Food at home,NY Metro
9/1/2010,227.442,Sep,2010,Food at home,NY Metro
10/1/2010,229.72,Oct,2010,Food at home,NY Metro
11/1/2010,230.581,Nov,2010,Food at home,NY Metro
12/1/2010,229.173,Dec,2010,Food at home,NY Metro
1/1/2010,226.351,Jan,2010,Food at home,NY Metro
2/1/2011,233.844,Feb,2011,Food at home,NY Metro
3/1/2011,233.763,Mar,2011,Food at home,NY Metro
4/1/2011,232.804,Apr,2011,Food at home,NY Metro
5/1/2011,233.769,May,2011,Food at home,NY Metro
6/1/2011,236.103,Jun,2011,Food at home,NY Metro
7/1/2011,238.315,Jul,2011,Food at home,NY Metro
8/1/2011,238.417,Aug,2011,Food at home,NY Metro
9/1/2011,239.259,Sep,2011,Food at home,NY Metro
10/1/2011,240.312,Oct,2011,Food at home,NY Metro
11/1/2011,239.14,Nov,2011,Food at home,NY Metro
12/1/2011,241.762,Dec,2011,Food at home,NY Metro
1/1/2011,232.638,Jan,2011,Food at home,NY Metro
2/1/2012,243.36,Feb,2012,Food at home,NY Metro
3/1/2012,242.428,Mar,2012,Food at home,NY Metro
4/1/2012,242.545,Apr,2012,Food at home,NY Metro
5/1/2012,244.331,May,2012,Food at home,NY Metro
6/1/2012,242.567,Jun,2012,Food at home,NY Metro
7/1/2012,243.116,Jul,2012,Food at home,NY Metro
8/1/2012,243.344,Aug,2012,Food at home,NY Metro
9/1/2012,242.835,Sep,2012,Food at home,NY Metro
10/1/2012,243.651,Oct,2012,Food at home,NY Metro
11/1/2012,245.918,Nov,2012,Food at home,NY Metro
12/1/2012,245.793,Dec,2012,Food at home,NY Metro
1/1/2012,243.238,Jan,2012,Food at home,NY Metro
2/1/2013,245.888,Feb,2013,Food at home,NY Metro
3/1/2013,246.008,Mar,2013,Food at home,NY Metro
4/1/2013,247.665,Apr,2013,Food at home,NY Metro
5/1/2013,245.01,May,2013,Food at home,NY Metro
6/1/2013,247.501,Jun,2013,Food at home,NY Metro
7/1/2013,245.797,Jul,2013,Food at home,NY Metro
8/1/2013,245.771,Aug,2013,Food at home,NY Metro
9/1/2013,247.425,Sep,2013,Food at home,NY Metro
10/1/2013,246.255,Oct,2013,Food at home,NY Metro
11/1/2013,245.405,Nov,2013,Food at home,NY Metro
12/1/2013,245.138,Dec,2013,Food at home,NY Metro
1/1/2013,248.15,Jan,2013,Food at home,NY Metro
2/1/2014,246.684,Feb,2014,Food at home,NY Metro
3/1/2014,248.281,Mar,2014,Food at home,NY Metro
4/1/2014,248.529,Apr,2014,Food at home,NY Metro
5/1/2014,251.28,May,2014,Food at home,NY Metro
6/1/2014,251.449,Jun,2014,Food at home,NY Metro
7/1/2014,253.161,Jul,2014,Food at home,NY Metro
8/1/2014,250.762,Aug,2014,Food at home,NY Metro
9/1/2014,253.019,Sep,2014,Food at home,NY Metro
10/1/2014,252.442,Oct,2014,Food at home,NY Metro
11/1/2014,252.159,Nov,2014,Food at home,NY Metro
12/1/2014,254.284,Dec,2014,Food at home,NY Metro
1/1/2014,246.015,Jan,2014,Food at home,NY Metro
2/1/2015,254.665,Feb,2015,Food at home,NY Metro
3/1/2015,254.523,Mar,2015,Food at home,NY Metro
4/1/2015,255.717,Apr,2015,Food at home,NY Metro
5/1/2015,254.472,May,2015,Food at home,NY Metro
6/1/2015,254.763,Jun,2015,Food at home,NY Metro
7/1/2015,253.429,Jul,2015,Food at home,NY Metro
8/1/2015,254.656,Aug,2015,Food at home,NY Metro
9/1/2015,255.562,Sep,2015,Food at home,NY Metro
10/1/2015,255.938,Oct,2015,Food at home,NY Metro
11/1/2015,254.51,Nov,2015,Food at home,NY Metro
12/1/2015,253.938,Dec,2015,Food at home,NY Metro
1/1/2015,254.533,Jan,2015,Food at home,NY Metro
2/1/2016,252.679,Feb,2016,Food at home,NY Metro
3/1/2016,250.602,Mar,2016,Food at home,NY Metro
4/1/2016,253.019,Apr,2016,Food at home,NY Metro
5/1/2016,250.536,May,2016,Food at home,NY Metro
6/1/2016,250.577,Jun,2016,Food at home,NY Metro
7/1/2016,249.377,Jul,2016,Food at home,NY Metro
8/1/2016,249.074,Aug,2016,Food at home,NY Metro
9/1/2016,249.354,Sep,2016,Food at home,NY Metro
10/1/2016,248.197,Oct,2016,Food at home,NY Metro
11/1/2016,248.012,Nov,2016,Food at home,NY Metro
12/1/2016,247.754,Dec,2016,Food at home,NY Metro
1/1/2016,254.764,Jan,2016,Food at home,NY Metro
2/1/2017,249.874,Feb,2017,Food at home,NY Metro
3/1/2017,250.689,Mar,2017,Food at home,NY Metro
4/1/2017,252.619,Apr,2017,Food at home,NY Metro
5/1/2017,251.321,May,2017,Food at home,NY Metro
6/1/2017,252.02,Jun,2017,Food at home,NY Metro
7/1/2017,252.61,Jul,2017,Food at home,NY Metro
8/1/2017,252.606,Aug,2017,Food at home,NY Metro
9/1/2017,252.197,Sep,2017,Food at home,NY Metro
10/1/2017,253.405,Oct,2017,Food at home,NY Metro
11/1/2017,252.759,Nov,2017,Food at home,NY Metro
12/1/2017,252.929,Dec,2017,Food at home,NY Metro
1/1/2017,249.82,Jan,2017,Food at home,NY Metro
2/1/2018,254.308,Feb,2018,Food at home,NY Metro
3/1/2018,253.35,Mar,2018,Food at home,NY Metro
4/1/2018,255.712,Apr,2018,Food at home,NY Metro
5/1/2018,254.915,May,2018,Food at home,NY Metro
6/1/2018,255.693,Jun,2018,Food at home,NY Metro
7/1/2018,256.679,Jul,2018,Food at home,NY Metro
8/1/2018,256.82,Aug,2018,Food at home,NY Metro
9/1/2018,259.499,Sep,2018,Food at home,NY Metro
10/1/2018,257.363,Oct,2018,Food at home,NY Metro
11/1/2018,256.92,Nov,2018,Food at home,NY Metro
12/1/2018,257.467,Dec,2018,Food at home,NY Metro
1/1/2018,253.655,Jan,2018,Food at home,NY Metro
2/1/2019,258.689,Feb,2019,Food at home,NY Metro
3/1/2019,259.546,Mar,2019,Food at home,NY Metro
4/1/2019,258.348,Apr,2019,Food at home,NY Metro
5/1/2019,256.611,May,2019,Food at home,NY Metro
6/1/2019,258.911,Jun,2019,Food at home,NY Metro
7/1/2019,257.017,Jul,2019,Food at home,NY Metro
8/1/2019,258.183,Aug,2019,Food at home,NY Metro
9/1/2019,258.462,Sep,2019,Food at home,NY Metro
10/1/2019,260.764,Oct,2019,Food at home,NY Metro
11/1/2019,256.906,Nov,2019,Food at home,NY Metro
12/1/2019,258.504,Dec,2019,Food at home,NY Metro
1/1/2019,259.288,Jan,2019,Food at home,NY Metro
2/1/2020,260.651,Feb,2020,Food at home,NY Metro
3/1/2020,261.184,Mar,2020,Food at home,NY Metro
4/1/2020,270.644,Apr,2020,Food at home,NY Metro
5/1/2020,274.785,May,2020,Food at home,NY Metro
6/1/2020,272.888,Jun,2020,Food at home,NY Metro
7/1/2020,270.732,Jul,2020,Food at home,NY Metro
8/1/2020,269.424,Aug,2020,Food at home,NY Metro
