Date,CPI-U,Month,Year,Item,Region
1/1/1997,113.8,Jan,1997,Energy,NY Metro
2/1/1998,106.4,Feb,1998,Energy,NY Metro
3/1/1998,104.1,Mar,1998,Energy,NY Metro
4/1/1998,104.2,Apr,1998,Energy,NY Metro
5/1/1998,103.6,May,1998,Energy,NY Metro
6/1/1998,105.9,Jun,1998,Energy,NY Metro
7/1/1998,105,Jul,1998,Energy,NY Metro
8/1/1998,104.8,Aug,1998,Energy,NY Metro
9/1/1998,104,Sep,1998,Energy,NY Metro
10/1/1998,102.3,Oct,1998,Energy,NY Metro
11/1/1998,102.7,Nov,1998,Energy,NY Metro
12/1/1998,101.5,Dec,1998,Energy,NY Metro
1/1/1998,108.2,Jan,1998,Energy,NY Metro
2/1/1999,100,Feb,1999,Energy,NY Metro
3/1/1999,99.7,Mar,1999,Energy,NY Metro
4/1/1999,102.7,Apr,1999,Energy,NY Metro
5/1/1999,103.6,May,1999,Energy,NY Metro
6/1/1999,106.9,Jun,1999,Energy,NY Metro
7/1/1999,107.5,Jul,1999,Energy,NY Metro
8/1/1999,108.5,Aug,1999,Energy,NY Metro
9/1/1999,110.9,Sep,1999,Energy,NY Metro
10/1/1999,111.6,Oct,1999,Energy,NY Metro
11/1/1999,111.4,Nov,1999,Energy,NY Metro
12/1/1999,112.1,Dec,1999,Energy,NY Metro
1/1/1999,100.7,Jan,1999,Energy,NY Metro
2/1/2000,119.6,Feb,2000,Energy,NY Metro
3/1/2000,119.3,Mar,2000,Energy,NY Metro
4/1/2000,118.8,Apr,2000,Energy,NY Metro
5/1/2000,117.8,May,2000,Energy,NY Metro
6/1/2000,124.8,Jun,2000,Energy,NY Metro
7/1/2000,130.9,Jul,2000,Energy,NY Metro
8/1/2000,125.1,Aug,2000,Energy,NY Metro
9/1/2000,128.7,Sep,2000,Energy,NY Metro
10/1/2000,125.7,Oct,2000,Energy,NY Metro
11/1/2000,129,Nov,2000,Energy,NY Metro
12/1/2000,128.8,Dec,2000,Energy,NY Metro
1/1/2000,111.4,Jan,2000,Energy,NY Metro
2/1/2001,126.5,Feb,2001,Energy,NY Metro
3/1/2001,123.7,Mar,2001,Energy,NY Metro
4/1/2001,124.7,Apr,2001,Energy,NY Metro
5/1/2001,130.8,May,2001,Energy,NY Metro
6/1/2001,134.9,Jun,2001,Energy,NY Metro
7/1/2001,132.8,Jul,2001,Energy,NY Metro
8/1/2001,127,Aug,2001,Energy,NY Metro
9/1/2001,123,Sep,2001,Energy,NY Metro
10/1/2001,115.5,Oct,2001,Energy,NY Metro
11/1/2001,111.6,Nov,2001,Energy,NY Metro
12/1/2001,107.1,Dec,2001,Energy,NY Metro
1/1/2001,131,Jan,2001,Energy,NY Metro
2/1/2002,106.7,Feb,2002,Energy,NY Metro
3/1/2002,108.8,Mar,2002,Energy,NY Metro
4/1/2002,114.5,Apr,2002,Energy,NY Metro
5/1/2002,115.7,May,2002,Energy,NY Metro
6/1/2002,119.7,Jun,2002,Energy,NY Metro
7/1/2002,119.4,Jul,2002,Energy,NY Metro
8/1/2002,119.9,Aug,2002,Energy,NY Metro
9/1/2002,119.5,Sep,2002,Energy,NY Metro
10/1/2002,117.8,Oct,2002,Energy,NY Metro
11/1/2002,119.3,Nov,2002,Energy,NY Metro
12/1/2002,121.4,Dec,2002,Energy,NY Metro
1/1/2002,107.3,Jan,2002,Energy,NY Metro
2/1/2003,131.3,Feb,2003,Energy,NY Metro
3/1/2003,138.3,Mar,2003,Energy,NY Metro
4/1/2003,133.8,Apr,2003,Energy,NY Metro
5/1/2003,130.1,May,2003,Energy,NY Metro
6/1/2003,131.6,Jun,2003,Energy,NY Metro
7/1/2003,131.4,Jul,2003,Energy,NY Metro
8/1/2003,134.3,Aug,2003,Energy,NY Metro
9/1/2003,142.4,Sep,2003,Energy,NY Metro
10/1/2003,135.2,Oct,2003,Energy,NY Metro
11/1/2003,132.7,Nov,2003,Energy,NY Metro
12/1/2003,132.3,Dec,2003,Energy,NY Metro
1/1/2003,124.6,Jan,2003,Energy,NY Metro
2/1/2004,139,Feb,2004,Energy,NY Metro
3/1/2004,137.4,Mar,2004,Energy,NY Metro
4/1/2004,138.4,Apr,2004,Energy,NY Metro
5/1/2004,144.9,May,2004,Energy,NY Metro
6/1/2004,156.1,Jun,2004,Energy,NY Metro
7/1/2004,154.8,Jul,2004,Energy,NY Metro
8/1/2004,152.9,Aug,2004,Energy,NY Metro
9/1/2004,149.3,Sep,2004,Energy,NY Metro
10/1/2004,149.6,Oct,2004,Energy,NY Metro
11/1/2004,153.2,Nov,2004,Energy,NY Metro
12/1/2004,150.8,Dec,2004,Energy,NY Metro
1/1/2004,134.4,Jan,2004,Energy,NY Metro
2/1/2005,152.2,Feb,2005,Energy,NY Metro
3/1/2005,154.4,Mar,2005,Energy,NY Metro
4/1/2005,161.8,Apr,2005,Energy,NY Metro
5/1/2005,163,May,2005,Energy,NY Metro
6/1/2005,167.5,Jun,2005,Energy,NY Metro
7/1/2005,176.7,Jul,2005,Energy,NY Metro
8/1/2005,182.4,Aug,2005,Energy,NY Metro
9/1/2005,207.6,Sep,2005,Energy,NY Metro
10/1/2005,199.3,Oct,2005,Energy,NY Metro
11/1/2005,185.5,Nov,2005,Energy,NY Metro
12/1/2005,178.8,Dec,2005,Energy,NY Metro
1/1/2005,150,Jan,2005,Energy,NY Metro
2/1/2006,178.2,Feb,2006,Energy,NY Metro
3/1/2006,178,Mar,2006,Energy,NY Metro
4/1/2006,189.6,Apr,2006,Energy,NY Metro
5/1/2006,198.9,May,2006,Energy,NY Metro
6/1/2006,207.3,Jun,2006,Energy,NY Metro
7/1/2006,210.2,Jul,2006,Energy,NY Metro
8/1/2006,210.6,Aug,2006,Energy,NY Metro
9/1/2006,197,Sep,2006,Energy,NY Metro
10/1/2006,174.2,Oct,2006,Energy,NY Metro
11/1/2006,173.6,Nov,2006,Energy,NY Metro
12/1/2006,181.8,Dec,2006,Energy,NY Metro
1/1/2006,187.3,Jan,2006,Energy,NY Metro
2/1/2007,179.202,Feb,2007,Energy,NY Metro
3/1/2007,191.671,Mar,2007,Energy,NY Metro
4/1/2007,197.481,Apr,2007,Energy,NY Metro
5/1/2007,206.794,May,2007,Energy,NY Metro
6/1/2007,214.768,Jun,2007,Energy,NY Metro
7/1/2007,213.255,Jul,2007,Energy,NY Metro
8/1/2007,204.633,Aug,2007,Energy,NY Metro
9/1/2007,200.011,Sep,2007,Energy,NY Metro
10/1/2007,198.178,Oct,2007,Energy,NY Metro
11/1/2007,211.307,Nov,2007,Energy,NY Metro
12/1/2007,213.865,Dec,2007,Energy,NY Metro
1/1/2007,181.975,Jan,2007,Energy,NY Metro
2/1/2008,216.522,Feb,2008,Energy,NY Metro
3/1/2008,220.181,Mar,2008,Energy,NY Metro
4/1/2008,228.579,Apr,2008,Energy,NY Metro
5/1/2008,246.402,May,2008,Energy,NY Metro
6/1/2008,268.49,Jun,2008,Energy,NY Metro
7/1/2008,275.268,Jul,2008,Energy,NY Metro
8/1/2008,264.974,Aug,2008,Energy,NY Metro
9/1/2008,245.543,Sep,2008,Energy,NY Metro
10/1/2008,222.851,Oct,2008,Energy,NY Metro
11/1/2008,191.18,Nov,2008,Energy,NY Metro
12/1/2008,179.954,Dec,2008,Energy,NY Metro
1/1/2008,217.924,Jan,2008,Energy,NY Metro
2/1/2009,180.278,Feb,2009,Energy,NY Metro
3/1/2009,179.791,Mar,2009,Energy,NY Metro
4/1/2009,179.376,Apr,2009,Energy,NY Metro
5/1/2009,185.418,May,2009,Energy,NY Metro
6/1/2009,204.363,Jun,2009,Energy,NY Metro
7/1/2009,205.72,Jul,2009,Energy,NY Metro
8/1/2009,206.219,Aug,2009,Energy,NY Metro
9/1/2009,204.442,Sep,2009,Energy,NY Metro
10/1/2009,197.212,Oct,2009,Energy,NY Metro
11/1/2009,204.724,Nov,2009,Energy,NY Metro
12/1/2009,204.008,Dec,2009,Energy,NY Metro
1/1/2009,178.936,Jan,2009,Energy,NY Metro
2/1/2010,206.279,Feb,2010,Energy,NY Metro
3/1/2010,208.152,Mar,2010,Energy,NY Metro
4/1/2010,212.124,Apr,2010,Energy,NY Metro
5/1/2010,213.949,May,2010,Energy,NY Metro
6/1/2010,210.225,Jun,2010,Energy,NY Metro
7/1/2010,209.738,Jul,2010,Energy,NY Metro
8/1/2010,208.381,Aug,2010,Energy,NY Metro
9/1/2010,204.88,Sep,2010,Energy,NY Metro
10/1/2010,206.677,Oct,2010,Energy,NY Metro
11/1/2010,211.882,Nov,2010,Energy,NY Metro
12/1/2010,218.025,Dec,2010,Energy,NY Metro
1/1/2010,208.368,Jan,2010,Energy,NY Metro
2/1/2011,223.891,Feb,2011,Energy,NY Metro
3/1/2011,234.401,Mar,2011,Energy,NY Metro
4/1/2011,241.571,Apr,2011,Energy,NY Metro
5/1/2011,250.728,May,2011,Energy,NY Metro
6/1/2011,246.529,Jun,2011,Energy,NY Metro
7/1/2011,246.942,Jul,2011,Energy,NY Metro
8/1/2011,242.773,Aug,2011,Energy,NY Metro
9/1/2011,241.718,Sep,2011,Energy,NY Metro
10/1/2011,231.151,Oct,2011,Energy,NY Metro
11/1/2011,229.351,Nov,2011,Energy,NY Metro
12/1/2011,223.324,Dec,2011,Energy,NY Metro
1/1/2011,221.313,Jan,2011,Energy,NY Metro
2/1/2012,230.974,Feb,2012,Energy,NY Metro
3/1/2012,237.342,Mar,2012,Energy,NY Metro
4/1/2012,239.373,Apr,2012,Energy,NY Metro
5/1/2012,236.536,May,2012,Energy,NY Metro
6/1/2012,232.521,Jun,2012,Energy,NY Metro
7/1/2012,230.964,Jul,2012,Energy,NY Metro
8/1/2012,236.44,Aug,2012,Energy,NY Metro
9/1/2012,244.487,Sep,2012,Energy,NY Metro
10/1/2012,238.804,Oct,2012,Energy,NY Metro
11/1/2012,238.219,Nov,2012,Energy,NY Metro
12/1/2012,231.426,Dec,2012,Energy,NY Metro
1/1/2012,227.181,Jan,2012,Energy,NY Metro
2/1/2013,241.822,Feb,2013,Energy,NY Metro
3/1/2013,238.293,Mar,2013,Energy,NY Metro
4/1/2013,231.477,Apr,2013,Energy,NY Metro
5/1/2013,232.887,May,2013,Energy,NY Metro
6/1/2013,235.735,Jun,2013,Energy,NY Metro
7/1/2013,240.19,Jul,2013,Energy,NY Metro
8/1/2013,235.864,Aug,2013,Energy,NY Metro
9/1/2013,239.829,Sep,2013,Energy,NY Metro
10/1/2013,225.512,Oct,2013,Energy,NY Metro
11/1/2013,222.995,Nov,2013,Energy,NY Metro
12/1/2013,229.165,Dec,2013,Energy,NY Metro
1/1/2013,236.993,Jan,2013,Energy,NY Metro
2/1/2014,238.122,Feb,2014,Energy,NY Metro
3/1/2014,241.129,Mar,2014,Energy,NY Metro
4/1/2014,237.186,Apr,2014,Energy,NY Metro
5/1/2014,241.877,May,2014,Energy,NY Metro
6/1/2014,242.27,Jun,2014,Energy,NY Metro
7/1/2014,240.171,Jul,2014,Energy,NY Metro
8/1/2014,232.53,Aug,2014,Energy,NY Metro
9/1/2014,226.936,Sep,2014,Energy,NY Metro
10/1/2014,217.168,Oct,2014,Energy,NY Metro
11/1/2014,208.657,Nov,2014,Energy,NY Metro
12/1/2014,199.698,Dec,2014,Energy,NY Metro
1/1/2014,246.581,Jan,2014,Energy,NY Metro
2/1/2015,192.18,Feb,2015,Energy,NY Metro
3/1/2015,188.255,Mar,2015,Energy,NY Metro
4/1/2015,187.458,Apr,2015,Energy,NY Metro
5/1/2015,195.871,May,2015,Energy,NY Metro
6/1/2015,202.639,Jun,2015,Energy,NY Metro
7/1/2015,199.302,Jul,2015,Energy,NY Metro
8/1/2015,191.334,Aug,2015,Energy,NY Metro
9/1/2015,182.653,Sep,2015,Energy,NY Metro
10/1/2015,173.933,Oct,2015,Energy,NY Metro
11/1/2015,173.801,Nov,2015,Energy,NY Metro
12/1/2015,167.724,Dec,2015,Energy,NY Metro
1/1/2015,189.263,Jan,2015,Energy,NY Metro
2/1/2016,158.388,Feb,2016,Energy,NY Metro
3/1/2016,164.258,Mar,2016,Energy,NY Metro
4/1/2016,171.881,Apr,2016,Energy,NY Metro
5/1/2016,174.573,May,2016,Energy,NY Metro
6/1/2016,181.925,Jun,2016,Energy,NY Metro
7/1/2016,179.845,Jul,2016,Energy,NY Metro
8/1/2016,175.157,Aug,2016,Energy,NY Metro
9/1/2016,176.174,Sep,2016,Energy,NY Metro
10/1/2016,173.699,Oct,2016,Energy,NY Metro
11/1/2016,178.323,Nov,2016,Energy,NY Metro
12/1/2016,183.116,Dec,2016,Energy,NY Metro
1/1/2016,164.917,Jan,2016,Energy,NY Metro
2/1/2017,188.161,Feb,2017,Energy,NY Metro
3/1/2017,185.553,Mar,2017,Energy,NY Metro
4/1/2017,187.875,Apr,2017,Energy,NY Metro
5/1/2017,191.888,May,2017,Energy,NY Metro
6/1/2017,193.402,Jun,2017,Energy,NY Metro
7/1/2017,189.791,Jul,2017,Energy,NY Metro
8/1/2017,190.395,Aug,2017,Energy,NY Metro
9/1/2017,201.202,Sep,2017,Energy,NY Metro
10/1/2017,191.166,Oct,2017,Energy,NY Metro
11/1/2017,192.583,Nov,2017,Energy,NY Metro
12/1/2017,195.283,Dec,2017,Energy,NY Metro
1/1/2017,187.773,Jan,2017,Energy,NY Metro
2/1/2018,201.51,Feb,2018,Energy,NY Metro
3/1/2018,200.928,Mar,2018,Energy,NY Metro
4/1/2018,203.774,Apr,2018,Energy,NY Metro
5/1/2018,213.077,May,2018,Energy,NY Metro
6/1/2018,217.13,Jun,2018,Energy,NY Metro
7/1/2018,215.616,Jul,2018,Energy,NY Metro
8/1/2018,211.412,Aug,2018,Energy,NY Metro
9/1/2018,211.348,Sep,2018,Energy,NY Metro
10/1/2018,209.046,Oct,2018,Energy,NY Metro
11/1/2018,203.113,Nov,2018,Energy,NY Metro
12/1/2018,197.33,Dec,2018,Energy,NY Metro
1/1/2018,197.004,Jan,2018,Energy,NY Metro
2/1/2019,192.94,Feb,2019,Energy,NY Metro
3/1/2019,198.185,Mar,2019,Energy,NY Metro
4/1/2019,201.948,Apr,2019,Energy,NY Metro
5/1/2019,205.33,May,2019,Energy,NY Metro
6/1/2019,208.222,Jun,2019,Energy,NY Metro
7/1/2019,206.481,Jul,2019,Energy,NY Metro
8/1/2019,202.981,Aug,2019,Energy,NY Metro
9/1/2019,199.539,Sep,2019,Energy,NY Metro
10/1/2019,196.399,Oct,2019,Energy,NY Metro
11/1/2019,198.918,Nov,2019,Energy,NY Metro
12/1/2019,198.837,Dec,2019,Energy,NY Metro
1/1/2019,197.187,Jan,2019,Energy,NY Metro
2/1/2020,196.98,Feb,2020,Energy,NY Metro
3/1/2020,189.692,Mar,2020,Energy,NY Metro
4/1/2020,179.746,Apr,2020,Energy,NY Metro
5/1/2020,177.516,May,2020,Energy,NY Metro
6/1/2020,187.978,Jun,2020,Energy,NY Metro
7/1/2020,188.409,Jul,2020,Energy,NY Metro
8/1/2020,184.925,Aug,2020,Energy,NY Metro
9/1/2020,185.227,Sep,2020,Energy,NY Metro
10/1/2020,181.818,Oct,2020,Energy,NY Metro
11/1/2020,182.86,Nov,2020,Energy,NY Metro
12/1/2020,189.109,Dec,2020,Energy,NY Metro
1/1/2020,201.655,Jan,2020,Energy,NY Metro
2/1/2021,204.83,Feb,2021,Energy,NY Metro
3/1/2021,201.575,Mar,2021,Energy,NY Metro
4/1/2021,208.61,Apr,2021,Energy,NY Metro
5/1/2021,213.605,May,2021,Energy,NY Metro
6/1/2021,219.623,Jun,2021,Energy,NY Metro
7/1/2021,220.523,Jul,2021,Energy,NY Metro
8/1/2021,225.06,Aug,2021,Energy,NY Metro
9/1/2021,226.369,Sep,2021,Energy,NY Metro
10/1/2021,231.275,Oct,2021,Energy,NY Metro
11/1/2021,233.247,Nov,2021,Energy,NY Metro
12/1/2021,230.256,Dec,2021,Energy,NY Metro
1/1/2021,196.015,Jan,2021,Energy,NY Metro
2/1/2022,236.894,Feb,2022,Energy,NY Metro
3/1/2022,267.556,Mar,2022,Energy,NY Metro
4/1/2022,270.704,Apr,2022,Energy,NY Metro
5/1/2022,293.717,May,2022,Energy,NY Metro
6/1/2022,305.732,Jun,2022,Energy,NY Metro
7/1/2022,,Jul,2022,Energy,NY Metro
8/1/2022,,Aug,2022,Energy,NY Metro
9/1/2022,,Sep,2022,Energy,NY Metro
10/1/2022,,Oct,2022,Energy,NY Metro
11/1/2022,,Nov,2022,Energy,NY Metro
12/1/2022,,Dec,2022,Energy,NY Metro
1/1/2022,251.912,Jan,2022,Energy,NY Metro
2/1/1980,81.5,Feb,1980,Food,NY Metro
3/1/1980,82.5,Mar,1980,Food,NY Metro
4/1/1980,83.3,Apr,1980,Food,NY Metro
5/1/1980,83.5,May,1980,Food,NY Metro
6/1/1980,84.2,Jun,1980,Food,NY Metro
7/1/1980,85.2,Jul,1980,Food,NY Metro
8/1/1980,86.7,Aug,1980,Food,NY Metro
9/1/1980,87.4,Sep,1980,Food,NY Metro
10/1/1980,87.7,Oct,1980,Food,NY Metro
11/1/1980,88.5,Nov,1980,Food,NY Metro
12/1/1980,88.8,Dec,1980,Food,NY Metro
1/1/1980,81.7,Jan,1980,Food,NY Metro
2/1/1981,90.5,Feb,1981,Food,NY Metro
3/1/1981,91.2,Mar,1981,Food,NY Metro
4/1/1981,92,Apr,1981,Food,NY Metro
5/1/1981,92.2,May,1981,Food,NY Metro
6/1/1981,92.7,Jun,1981,Food,NY Metro
7/1/1981,93.8,Jul,1981,Food,NY Metro
8/1/1981,94.2,Aug,1981,Food,NY Metro
9/1/1981,94.8,Sep,1981,Food,NY Metro
10/1/1981,94.2,Oct,1981,Food,NY Metro
11/1/1981,93.8,Nov,1981,Food,NY Metro
12/1/1981,94,Dec,1981,Food,NY Metro
1/1/1981,89.6,Jan,1981,Food,NY Metro
2/1/1982,96.9,Feb,1982,Food,NY Metro
3/1/1982,97,Mar,1982,Food,NY Metro
4/1/1982,97.1,Apr,1982,Food,NY Metro
5/1/1982,97.4,May,1982,Food,NY Metro
6/1/1982,98.8,Jun,1982,Food,NY Metro
7/1/1982,98.4,Jul,1982,Food,NY Metro
8/1/1982,97.7,Aug,1982,Food,NY Metro
9/1/1982,98,Sep,1982,Food,NY Metro
10/1/1982,97.9,Oct,1982,Food,NY Metro
11/1/1982,96.8,Nov,1982,Food,NY Metro
12/1/1982,97,Dec,1982,Food,NY Metro
1/1/1982,96.1,Jan,1982,Food,NY Metro
2/1/1983,98,Feb,1983,Food,NY Metro
3/1/1983,98.4,Mar,1983,Food,NY Metro
4/1/1983,98.7,Apr,1983,Food,NY Metro
5/1/1983,98.7,May,1983,Food,NY Metro
6/1/1983,98.7,Jun,1983,Food,NY Metro
7/1/1983,98.8,Jul,1983,Food,NY Metro
8/1/1983,99,Aug,1983,Food,NY Metro
9/1/1983,99.8,Sep,1983,Food,NY Metro
10/1/1983,99.7,Oct,1983,Food,NY Metro
11/1/1983,99.4,Nov,1983,Food,NY Metro
12/1/1983,100.2,Dec,1983,Food,NY Metro
1/1/1983,97.4,Jan,1983,Food,NY Metro
2/1/1984,103,Feb,1984,Food,NY Metro
3/1/1984,103.5,Mar,1984,Food,NY Metro
4/1/1984,103.3,Apr,1984,Food,NY Metro
5/1/1984,102.9,May,1984,Food,NY Metro
6/1/1984,103.4,Jun,1984,Food,NY Metro
7/1/1984,103.7,Jul,1984,Food,NY Metro
8/1/1984,104.4,Aug,1984,Food,NY Metro
9/1/1984,104.3,Sep,1984,Food,NY Metro
10/1/1984,104.4,Oct,1984,Food,NY Metro
11/1/1984,104.2,Nov,1984,Food,NY Metro
12/1/1984,104.8,Dec,1984,Food,NY Metro
1/1/1984,102.2,Jan,1984,Food,NY Metro
2/1/1985,106.6,Feb,1985,Food,NY Metro
3/1/1985,106.9,Mar,1985,Food,NY Metro
4/1/1985,107,Apr,1985,Food,NY Metro
5/1/1985,106.9,May,1985,Food,NY Metro
6/1/1985,107,Jun,1985,Food,NY Metro
7/1/1985,107.1,Jul,1985,Food,NY Metro
8/1/1985,107.3,Aug,1985,Food,NY Metro
9/1/1985,108,Sep,1985,Food,NY Metro
10/1/1985,107.9,Oct,1985,Food,NY Metro
11/1/1985,108,Nov,1985,Food,NY Metro
12/1/1985,108.8,Dec,1985,Food,NY Metro
1/1/1985,105.9,Jan,1985,Food,NY Metro
2/1/1986,109.9,Feb,1986,Food,NY Metro
3/1/1986,110,Mar,1986,Food,NY Metro
4/1/1986,110.8,Apr,1986,Food,NY Metro
5/1/1986,111.2,May,1986,Food,NY Metro
6/1/1986,110.9,Jun,1986,Food,NY Metro
7/1/1986,112.8,Jul,1986,Food,NY Metro
8/1/1986,113.6,Aug,1986,Food,NY Metro
9/1/1986,113.5,Sep,1986,Food,NY Metro
10/1/1986,114.2,Oct,1986,Food,NY Metro
11/1/1986,114.3,Nov,1986,Food,NY Metro
12/1/1986,114.8,Dec,1986,Food,NY Metro
1/1/1986,110.1,Jan,1986,Food,NY Metro
2/1/1987,116.6,Feb,1987,Food,NY Metro
3/1/1987,116.8,Mar,1987,Food,NY Metro
4/1/1987,117.3,Apr,1987,Food,NY Metro
5/1/1987,117.9,May,1987,Food,NY Metro
6/1/1987,119.2,Jun,1987,Food,NY Metro
7/1/1987,118.8,Jul,1987,Food,NY Metro
8/1/1987,119.2,Aug,1987,Food,NY Metro
9/1/1987,119.7,Sep,1987,Food,NY Metro
10/1/1987,119.9,Oct,1987,Food,NY Metro
11/1/1987,119.8,Nov,1987,Food,NY Metro
12/1/1987,121.2,Dec,1987,Food,NY Metro
1/1/1987,116.3,Jan,1987,Food,NY Metro
2/1/1988,122.5,Feb,1988,Food,NY Metro
3/1/1988,122.2,Mar,1988,Food,NY Metro
4/1/1988,123.8,Apr,1988,Food,NY Metro
5/1/1988,123.3,May,1988,Food,NY Metro
6/1/1988,124.3,Jun,1988,Food,NY Metro
7/1/1988,125.4,Jul,1988,Food,NY Metro
8/1/1988,126.1,Aug,1988,Food,NY Metro
9/1/1988,126.7,Sep,1988,Food,NY Metro
10/1/1988,126,Oct,1988,Food,NY Metro
11/1/1988,126.6,Nov,1988,Food,NY Metro
12/1/1988,126.7,Dec,1988,Food,NY Metro
1/1/1988,122.3,Jan,1988,Food,NY Metro
2/1/1989,130.3,Feb,1989,Food,NY Metro
3/1/1989,130.7,Mar,1989,Food,NY Metro
4/1/1989,131.2,Apr,1989,Food,NY Metro
5/1/1989,132.2,May,1989,Food,NY Metro
6/1/1989,132.6,Jun,1989,Food,NY Metro
7/1/1989,132.9,Jul,1989,Food,NY Metro
8/1/1989,133.2,Aug,1989,Food,NY Metro
9/1/1989,132.9,Sep,1989,Food,NY Metro
10/1/1989,132.7,Oct,1989,Food,NY Metro
11/1/1989,133.1,Nov,1989,Food,NY Metro
12/1/1989,133.4,Dec,1989,Food,NY Metro
1/1/1989,129.2,Jan,1989,Food,NY Metro
2/1/1990,138.5,Feb,1990,Food,NY Metro
3/1/1990,138.6,Mar,1990,Food,NY Metro
4/1/1990,138.8,Apr,1990,Food,NY Metro
5/1/1990,138.7,May,1990,Food,NY Metro
6/1/1990,139.3,Jun,1990,Food,NY Metro
7/1/1990,140.5,Jul,1990,Food,NY Metro
8/1/1990,140.9,Aug,1990,Food,NY Metro
9/1/1990,140.4,Sep,1990,Food,NY Metro
10/1/1990,141,Oct,1990,Food,NY Metro
11/1/1990,141,Nov,1990,Food,NY Metro
12/1/1990,141.3,Dec,1990,Food,NY Metro
1/1/1990,136.9,Jan,1990,Food,NY Metro
2/1/1991,143.5,Feb,1991,Food,NY Metro
3/1/1991,143.7,Mar,1991,Food,NY Metro
4/1/1991,145.2,Apr,1991,Food,NY Metro
5/1/1991,144.8,May,1991,Food,NY Metro
6/1/1991,145.7,Jun,1991,Food,NY Metro
7/1/1991,144,Jul,1991,Food,NY Metro
8/1/1991,143.2,Aug,1991,Food,NY Metro
9/1/1991,143.3,Sep,1991,Food,NY Metro
10/1/1991,142.8,Oct,1991,Food,NY Metro
11/1/1991,142.8,Nov,1991,Food,NY Metro
12/1/1991,143.6,Dec,1991,Food,NY Metro
1/1/1991,143.1,Jan,1991,Food,NY Metro
2/1/1992,145.1,Feb,1992,Food,NY Metro
3/1/1992,145.7,Mar,1992,Food,NY Metro
4/1/1992,145.7,Apr,1992,Food,NY Metro
5/1/1992,144.7,May,1992,Food,NY Metro
6/1/1992,145.2,Jun,1992,Food,NY Metro
7/1/1992,144.3,Jul,1992,Food,NY Metro
8/1/1992,145.4,Aug,1992,Food,NY Metro
9/1/1992,145.5,Sep,1992,Food,NY Metro
10/1/1992,146.2,Oct,1992,Food,NY Metro
11/1/1992,145.9,Nov,1992,Food,NY Metro
12/1/1992,146.7,Dec,1992,Food,NY Metro
1/1/1992,144.7,Jan,1992,Food,NY Metro
2/1/1993,148.1,Feb,1993,Food,NY Metro
3/1/1993,148.4,Mar,1993,Food,NY Metro
4/1/1993,149,Apr,1993,Food,NY Metro
5/1/1993,149,May,1993,Food,NY Metro
6/1/1993,147.4,Jun,1993,Food,NY Metro
7/1/1993,147.5,Jul,1993,Food,NY Metro
8/1/1993,148.7,Aug,1993,Food,NY Metro
9/1/1993,148.5,Sep,1993,Food,NY Metro
10/1/1993,148.7,Oct,1993,Food,NY Metro
11/1/1993,149.6,Nov,1993,Food,NY Metro
12/1/1993,150.6,Dec,1993,Food,NY Metro
1/1/1993,148.4,Jan,1993,Food,NY Metro
2/1/1994,150.5,Feb,1994,Food,NY Metro
3/1/1994,150.4,Mar,1994,Food,NY Metro
4/1/1994,150.6,Apr,1994,Food,NY Metro
5/1/1994,150.9,May,1994,Food,NY Metro
6/1/1994,150.9,Jun,1994,Food,NY Metro
7/1/1994,152.1,Jul,1994,Food,NY Metro
8/1/1994,152.4,Aug,1994,Food,NY Metro
9/1/1994,152.4,Sep,1994,Food,NY Metro
10/1/1994,152.5,Oct,1994,Food,NY Metro
11/1/1994,152.6,Nov,1994,Food,NY Metro
12/1/1994,152.8,Dec,1994,Food,NY Metro
1/1/1994,151.5,Jan,1994,Food,NY Metro
2/1/1995,154.2,Feb,1995,Food,NY Metro
3/1/1995,154.2,Mar,1995,Food,NY Metro
4/1/1995,156,Apr,1995,Food,NY Metro
5/1/1995,155.4,May,1995,Food,NY Metro
6/1/1995,155.5,Jun,1995,Food,NY Metro
7/1/1995,155.8,Jul,1995,Food,NY Metro
8/1/1995,156.2,Aug,1995,Food,NY Metro
9/1/1995,156.5,Sep,1995,Food,NY Metro
10/1/1995,156.8,Oct,1995,Food,NY Metro
11/1/1995,156.9,Nov,1995,Food,NY Metro
12/1/1995,156.8,Dec,1995,Food,NY Metro
1/1/1995,154.6,Jan,1995,Food,NY Metro
2/1/1996,158.4,Feb,1996,Food,NY Metro
3/1/1996,158.4,Mar,1996,Food,NY Metro
4/1/1996,158.2,Apr,1996,Food,NY Metro
5/1/1996,158.5,May,1996,Food,NY Metro
6/1/1996,159.4,Jun,1996,Food,NY Metro
7/1/1996,159.1,Jul,1996,Food,NY Metro
8/1/1996,158.7,Aug,1996,Food,NY Metro
9/1/1996,160.5,Sep,1996,Food,NY Metro
10/1/1996,160.6,Oct,1996,Food,NY Metro
11/1/1996,161.1,Nov,1996,Food,NY Metro
12/1/1996,160.9,Dec,1996,Food,NY Metro
1/1/1996,157.9,Jan,1996,Food,NY Metro
2/1/1997,161.7,Feb,1997,Food,NY Metro
3/1/1997,162.3,Mar,1997,Food,NY Metro
4/1/1997,161.7,Apr,1997,Food,NY Metro
5/1/1997,162.1,May,1997,Food,NY Metro
6/1/1997,162.2,Jun,1997,Food,NY Metro
7/1/1997,162.1,Jul,1997,Food,NY Metro
8/1/1997,162.3,Aug,1997,Food,NY Metro
